Datum/Zeit;EPC3004.192-168-111-222-502-ID255-EPC3004.AI.1.PV;EPC3004.192-168-111-222-502-ID255-EPC3004.AI.2.PV;EPC3004.192-168-111-222-502-ID255-EPC3004.Programmer.Run.TargetSetpoint;EPC3004.192-168-111-222-502-ID255-EPC3004.Programmer.Run.SPInput;EPC3004.192-168-111-222-502-ID255-EPC3004.IO.IO1.PV
44582,0146718403;29,8670043945313;21,8407402038574;60;30;3,42173528671265
44582,0146836690;29,8542289733887;21,8434619903564;60;30;3,49802923202515
44582,0146953704;29,8475170135498;21,8428611755371;60;30;3,50953221321106
44582,0147071759;29,8519763946533;21,8412837982178;60;30;3,46337342262268
44582,0147189120;29,8616981506348;21,8402824401855;60;30;3,42906832695007
44582,0147306250;29,8720760345459;21,8462772369385;60;30;3,42930674552917
44582,0147423843;29,872766494751;21,8497714996338;60;30;3,4997398853302
44582,0147541551;29,8717422485352;21,8584880828857;60;30;3,52123188972473
44582,0147659259;29,8755207061768;21,8670349121094;60;30;3,51868939399719
44582,0147776620;29,878870010376;21,8700294494629;60;30;3,5337553024292
44582,0147894097;29,880464553833;21,874927520752;60;30;3,55653381347656
44582,0148011690;29,87619972229;21,8807106018066;60;30;3,62571001052856
44582,0148129398;29,8588314056396;21,8930511474609;60;30;3,74111986160278
44582,0148246759;29,8265571594238;21,9086570739746;60;30;3,91952729225159
44582,0148364236;29,8083744049072;21,9170036315918;60;30;3,94674825668335
44582,0148481713;29,7986927032471;21,9157485961914;60;30;3,95369744300842
44582,0148599190;29,793529510498;21,9199848175049;60;30;3,96781516075134
44582,0148716667;29,7921352386475;21,9245624542236;60;30;3,98131465911865
44582,0148834375;29,8101959228516;21,9257907867432;60;30;3,88226890563965
44582,0148952083;29,8123798370361;21,9073009490967;60;30;3,97935581207275
44582,0149069444;29,8096446990967;21,8953132629395;60;30;4,02952241897583
44582,0149186921;29,8215923309326;21,879222869873;60;30;3,97821617126465
44582,0149215625;29,8215923309326;21,879222869873;60;30;3,97821617126465
44582,0149422106;29,8517951965332;21,8554172515869;60;30;3,89599418640137
44582,0149539699;29,8652496337891;21,8454856872559;60;30;3,91782116889954
44582,0149539699;29,8652496337891;21,8454856872559;60;30;3,91782116889954
44582,0149682870;29,8835105895996;21,839958190918;60;30;3,87836575508118
44582,0149775116;29,9040489196777;21,8372192382813;60;30;3,8401939868927
44582,0149916435;29,9175224304199;21,8511238098145;60;30;3,84362983703613
44582,0150010532;29,9406623840332;21,8651332855225;60;30;3,76249623298645
44582,0150150116;29,9566822052002;21,8679294586182;60;30;3,77377986907959
44582,0150246181;29,9687080383301;21,8716583251953;60;30;3,75917363166809
44582,0150383912;29,9915237426758;21,875825881958;60;30;3,67644572257996
44582,0150481829;30,0052814483643;21,8589363098145;60;30;3,68400073051453
44582,0150618171;30,0324764251709;21,8453254699707;60;30;3,55966997146606
44582,0150717245;30,0482349395752;21,8371524810791;60;30;3,5579137802124
44582,0150851505;30,0564804077148;21,8353328704834;60;30;3,57265400886536
44582,0150952894;30,0609111785889;21,8251705169678;60;30;3,58100318908691
44582,0151084954;30,0670585632324;21,8163032531738;60;30;3,55310916900635
44582,0151187847;30,0680904388428;21,8093357086182;60;30;3,568692445755
44582,0151318403;30,064380645752;21,8151664733887;60;30;3,59225130081177
44582,0151423380;30,0471591949463;21,818229675293;60;30;3,68385171890259
44582,0151551852;30,0349445343018;21,8250389099121;60;30;3,69448375701904
44582,0151658912;30,0434150695801;21,828577041626;60;30;3,56263971328735
44582,0151786574;30,0531406402588;21,8305244445801;60;30;3,51921796798706
44582,0151894213;30,0577201843262;21,841724395752;60;30;3,51627731323242
44582,0152019560;30,0672340393066;21,8487911224365;60;30;3,45326733589172
44582,0152129745;30,0868663787842;21,8359985351563;60;30;3,35919141769409
44582,0152252662;30,0975017547607;21,8129959106445;60;30;3,35272431373596
