,file_name,rw,Al2O3_Al1_Biso,Al2O3_Al2_Biso,Al2O3_Al3_Biso,Al2O3_O1_Biso,Al2O3_a,Al2O3_c,Al2O3_delta2,Al2O3_psize,Al2O3_scale,NiO_Ni0_Biso,NiO_O1_Biso,NiO_a,NiO_delta2,NiO_psize,NiO_scale,Ni_Ni0_Biso,Ni_O1_Biso,Ni_a,Ni_delta2,Ni_psize,Ni_scale
571,azint_UC1_Al2O3_2_0008_scan0041_pilatus_rm_NiO,0.31872001,0.56284297,3.85675085,1.28016874,1.73740583,5.65196347,7.85116289,2.69901994,60.8609873,0.329871847,,,,,,,1.18472666,,3.55515968,3.61676054,51.0992176,0.165243779
572,azint_UC1_Al2O3_2_0008_scan0042_pilatus_rm_NiO,0.31241223,0.553807697,3.72674922,1.35475264,1.71480398,5.6518604,7.85255551,2.6372792,60.0422167,0.33082295,,,,,,,1.19262634,,3.55514329,3.66139129,51.1992032,0.163824707
573,azint_UC1_Al2O3_2_0008_scan0043_pilatus_rm_NiO,0.31488082,0.51799912,3.47817716,1.32897878,1.75618643,5.65254195,7.85063388,2.63508486,60.2227301,0.330002379,,,,,,,1.20159345,,3.55517108,3.61933247,51.2974358,0.164165043
574,azint_UC1_Al2O3_2_0008_scan0044_pilatus_rm_NiO,0.31420153,0.582231888,3.66972773,1.22710284,1.78525176,5.65300089,7.85012381,2.65133738,60.3088988,0.330886657,,,,,,,1.19400839,,3.55508094,3.59763294,51.0489674,0.164229549
575,azint_UC1_Al2O3_2_0008_scan0045_pilatus_rm_NiO,0.31475803,0.545546666,3.77543834,1.38773107,1.68133601,5.65262887,7.85072693,2.63669466,60.218846,0.331294162,,,,,,,1.19406076,,3.55507829,3.69414739,51.2364566,0.163333123
576,azint_UC1_Al2O3_2_0008_scan0046_pilatus_rm_NiO,0.31648034,0.563798151,3.72047937,1.27818953,1.7283401,5.65274888,7.85052672,2.6967064,60.9725493,0.327290837,,,,,,,1.19853347,,3.55493825,3.69854829,51.0579627,0.164552292
577,azint_UC1_Al2O3_2_0008_scan0047_pilatus_rm_NiO,0.31788521,0.556813378,3.49846037,1.29855345,1.76272012,5.65351183,7.84944839,2.68987874,61.0764711,0.327953687,,,,,,,1.20474838,,3.55513748,3.65555683,51.2142505,0.164358916
578,azint_UC1_Al2O3_2_0008_scan0048_pilatus_rm_NiO,0.31754785,0.565695882,3.73639215,1.30402415,1.70886997,5.65220192,7.85216913,2.71118649,60.7227904,0.326597117,,,,,,,1.2042108,,3.55513865,3.59292282,50.9549932,0.165060317
579,azint_UC1_Al2O3_2_0008_scan0049_pilatus_rm_NiO,0.31610149,0.54920908,3.34500983,1.26693468,1.79571463,5.65227044,7.85211422,2.68964674,60.7537273,0.326082984,,,,,,,1.20646954,,3.55518596,3.62718907,51.4258128,0.163689945
580,azint_UC1_Al2O3_2_0008_scan0050_pilatus_rm_NiO,0.3131198,0.568024728,3.78933066,1.25063118,1.76131976,5.65238092,7.8511281,2.63096893,60.1582796,0.331895671,,,,,,,1.19429019,,3.5552388,3.71428863,51.524574,0.161821219
581,azint_UC1_Al2O3_2_0008_scan0051_pilatus_rm_NiO,0.31829039,0.564107685,3.49045693,1.23180326,1.78213842,5.65300129,7.85064622,2.71132162,61.0037417,0.325855471,,,,,,,1.20117133,,3.55523124,3.64352353,51.3775178,0.163164303
582,azint_UC1_Al2O3_2_0008_scan0052_pilatus_rm_NiO,0.31349865,0.583755485,3.80472237,1.21419305,1.7911155,5.6521264,7.8521915,2.6275613,59.891662,0.332725784,,,,,,,1.20350599,,3.55527974,3.59910977,51.6106257,0.162673009
583,azint_UC1_Al2O3_2_0008_scan0053_pilatus_rm_NiO,0.31334557,0.572314513,3.88756126,1.24752628,1.78305639,5.65256606,7.85103986,2.63946784,60.0509491,0.33495105,,,,,,,1.18884102,,3.5552575,3.63831735,51.4033393,0.162097903
584,azint_UC1_Al2O3_2_0009_scan0001_pilatus_rm_NiO,0.30911899,0.548283297,3.52480373,1.28499116,1.75896251,5.65280508,7.8510597,2.65682559,60.7666357,0.327017407,,,,,,,1.19364689,,3.55488668,3.61230094,51.53121,0.170412186
585,azint_UC1_Al2O3_2_0009_scan0002_pilatus_rm_NiO,0.30981969,0.548788991,3.34590261,1.29739538,1.75933507,5.65285515,7.84992507,2.67759194,60.8805315,0.325650108,,,,,,,1.18323351,,3.55472719,3.62059347,51.4581628,0.172052166
586,azint_UC1_Al2O3_2_0009_scan0003_pilatus_rm_NiO,0.31214211,0.550565636,3.61696203,1.3086781,1.74932846,5.65272658,7.85159694,2.68336416,61.2633122,0.325715796,,,,,,,1.20405572,,3.55498393,3.58954226,51.4737184,0.173805633
587,azint_UC1_Al2O3_2_0009_scan0004_pilatus_rm_NiO,0.31177284,0.547825108,3.5400137,1.26878967,1.75556053,5.65285582,7.850385,2.67998301,61.2404786,0.325059034,,,,,,,1.19853324,,3.55491185,3.6071236,51.623651,0.17314468
588,azint_UC1_Al2O3_2_0009_scan0005_pilatus_rm_NiO,0.3091875,0.547412989,3.72387603,1.31075411,1.7603273,5.65337588,7.84952749,2.62876454,60.8801323,0.330915269,,,,,,,1.20278786,,3.55521534,3.61590192,52.044599,0.172341924
589,azint_UC1_Al2O3_2_0009_scan0006_pilatus_rm_NiO,0.30874058,0.543803205,3.52853276,1.26024169,1.75686431,5.65240666,7.85070665,2.64819248,60.7896015,0.325965016,,,,,,,1.1983459,,3.55497545,3.63452931,51.8550193,0.172575145
590,azint_UC1_Al2O3_2_0009_scan0007_pilatus_rm_NiO,0.30853529,0.521471506,3.70695402,1.33355749,1.72023837,5.65211448,7.85165033,2.61489822,60.4320823,0.32895328,,,,,,,1.1868882,,3.5548642,3.60331395,51.6341935,0.173135425
591,azint_UC1_Al2O3_2_0009_scan0008_pilatus_rm_NiO,0.30989361,0.551700671,3.74641026,1.31687339,1.69035919,5.65304224,7.84982497,2.6736504,60.9904179,0.325994749,,,,,,,1.20168194,,3.55488214,3.60814038,51.7255513,0.173363406
592,azint_UC1_Al2O3_2_0009_scan0009_pilatus_rm_NiO,0.30953797,0.568694317,3.60410605,1.27564253,1.77101436,5.65228405,7.85217927,2.70111783,60.8532245,0.327345854,,,,,,,1.19739182,,3.55481746,3.60938551,51.6275194,0.173598859
593,azint_UC1_Al2O3_2_0009_scan0010_pilatus_rm_NiO,0.30860755,0.539569315,3.64656666,1.27250261,1.73477813,5.65288651,7.84991145,2.61575889,60.707477,0.327960015,,,,,,,1.19476102,,3.55489819,3.60912138,52.028919,0.172664415
594,azint_UC1_Al2O3_2_0009_scan0011_pilatus_rm_NiO,0.30936882,0.592077751,3.90105339,1.22639107,1.76333023,5.65267907,7.84989244,2.6223883,60.7266173,0.330176285,,,,,,,1.18898757,,3.55498784,3.59674783,52.0404194,0.172589584
595,azint_UC1_Al2O3_2_0009_scan0012_pilatus_rm_NiO,0.31007205,0.597208186,3.52949601,1.11222905,1.85795337,5.65325776,7.84861072,2.70111669,61.7666472,0.324973195,,,,,,,1.18759903,,3.55497212,3.58282861,51.8100629,0.17349159
596,azint_UC1_Al2O3_2_0009_scan0013_pilatus_rm_NiO,0.30907041,0.564732599,3.56472098,1.32132083,1.73146453,5.65307098,7.85156496,2.67018481,61.5449953,0.32494348,,,,,,,1.20038909,,3.5552211,3.61056886,51.9095232,0.173602737
597,azint_UC1_Al2O3_2_0009_scan0014_pilatus_rm_NiO,0.30698632,0.546643222,3.58504616,1.28041207,1.76089468,5.65237721,7.85065477,2.59249064,60.5614451,0.328779847,,,,,,,1.18336392,,3.55476404,3.5715562,51.9372734,0.172589399
598,azint_UC1_Al2O3_2_0009_scan0015_pilatus_rm_NiO,0.30946494,0.549795309,3.57855767,1.26313965,1.75437006,5.65264491,7.85043189,2.67074148,61.2186792,0.325486751,,,,,,,1.19535175,,3.55485789,3.69062409,52.049967,0.173054899
599,azint_UC1_Al2O3_2_0009_scan0016_pilatus_rm_NiO,0.30815773,0.549803543,3.54048203,1.28003894,1.76584442,5.65206478,7.8514205,2.66657416,60.7038387,0.328016274,,,,,,,1.19677455,,3.55492412,3.60265802,52.0810299,0.173147399
600,azint_UC1_Al2O3_2_0009_scan0017_pilatus_rm_NiO,0.30904164,0.564685201,3.87082914,1.36448844,1.66101385,5.65212477,7.85141023,2.62270697,60.4793138,0.328882856,,,,,,,1.18765029,,3.55483808,3.63932472,52.0090849,0.172958897
601,azint_UC1_Al2O3_2_0009_scan0018_pilatus_rm_NiO,0.3088829,0.558688117,3.6860802,1.3132217,1.72305758,5.65243965,7.8510848,2.66683903,60.9248816,0.327354413,,,,,,,1.18678071,,3.5549103,3.52111754,51.6459987,0.174236768
602,azint_UC1_Al2O3_2_0009_scan0019_pilatus_rm_NiO,0.3085552,0.508335749,3.09674441,1.35021168,1.77687961,5.65241622,7.85090456,2.58612543,60.7496587,0.325652724,,,,,,,1.2035313,,3.55486013,3.63113548,52.5291035,0.172139848
603,azint_UC1_Al2O3_2_0009_scan0020_pilatus_rm_NiO,0.31116559,0.541613647,3.28959039,1.24733462,1.77929497,5.65291949,7.84998696,2.725677,61.5681816,0.321887085,,,,,,,1.20325033,,3.55491539,3.64208541,52.0121189,0.174309887
604,azint_UC1_Al2O3_2_0009_scan0021_pilatus_rm_NiO,0.30770209,0.538942614,3.6046492,1.27291437,1.75055251,5.65296917,7.84975169,2.61828618,61.0243804,0.327359012,,,,,,,1.1888827,,3.55498276,3.58333273,52.05053,0.173152449
605,azint_UC1_Al2O3_2_0009_scan0022_pilatus_rm_NiO,0.31159791,0.57585185,3.60113326,1.25868854,1.76886872,5.65202519,7.8515834,2.69168724,61.1172486,0.325667154,,,,,,,1.20757229,,3.55470329,3.64192637,52.0839254,0.17419027
606,azint_UC1_Al2O3_2_0009_scan0023_pilatus_rm_NiO,0.30983072,0.584848669,3.74637896,1.27092026,1.74677186,5.65227314,7.85094317,2.68680804,61.2045358,0.327264784,,,,,,,1.19194778,,3.55466073,3.5774789,51.7920687,0.174919835
607,azint_UC1_Al2O3_2_0009_scan0024_pilatus_rm_NiO,0.30832222,0.533767561,3.4699182,1.32877989,1.77663038,5.65271526,7.85033587,2.66953225,61.380925,0.326902634,,,,,,,1.20602933,,3.55487585,3.6715072,52.2235526,0.174107823
608,azint_UC1_Al2O3_2_0009_scan0025_pilatus_rm_NiO,0.31245311,0.55030308,3.40262335,1.28696504,1.76567905,5.65298365,7.84974652,2.69264438,61.9888654,0.322522309,,,,,,,1.20340314,,3.55475456,3.6350733,51.9068181,0.174960504
609,azint_UC1_Al2O3_2_0009_scan0026_pilatus_rm_NiO,0.31074228,0.562034425,3.83687133,1.29133127,1.74296427,5.65198336,7.85137104,2.65844991,61.0724887,0.328781984,,,,,,,1.19743502,,3.55488439,3.58249383,51.8965863,0.175207338
610,azint_UC1_Al2O3_2_0009_scan0027_pilatus_rm_NiO,0.30912115,0.565431404,3.77376294,1.28448035,1.73740104,5.65248632,7.85047229,2.64100072,60.8456801,0.329550725,,,,,,,1.19853004,,3.55484721,3.60828514,51.9863818,0.174563864
611,azint_UC1_Al2O3_2_0009_scan0028_pilatus_rm_NiO,0.30939713,0.562010742,3.45334087,1.26988168,1.77078845,5.65199339,7.85056903,2.68051949,61.4815649,0.324207561,,,,,,,1.19238475,,3.55475219,3.59791054,52.0008912,0.174328841
612,azint_UC1_Al2O3_2_0009_scan0029_pilatus_rm_NiO,0.3088566,0.548123602,3.5424865,1.32273599,1.76006977,5.65304618,7.84951204,2.64353692,61.4487137,0.326843115,,,,,,,1.19624478,,3.55500162,3.52617218,51.8002882,0.175058818
613,azint_UC1_Al2O3_2_0009_scan0030_pilatus_rm_NiO,0.30897414,0.563192636,3.69253063,1.28877447,1.74097504,5.65193793,7.85127978,2.68671772,61.3422404,0.326062631,,,,,,,1.20044995,,3.55493125,3.59967709,52.1481269,0.174718527
614,azint_UC1_Al2O3_2_0009_scan0031_pilatus_rm_NiO,0.30900263,0.546292193,3.6066095,1.29544343,1.72438116,5.65239556,7.85088287,2.64204369,61.2155094,0.325373963,,,,,,,1.18824414,,3.55503393,3.5092756,51.861016,0.174908245
615,azint_UC1_Al2O3_2_0009_scan0032_pilatus_rm_NiO,0.3064805,0.496379029,2.90752687,1.34933649,1.80053607,5.65258251,7.85143437,2.58749016,60.720023,0.324092726,,,,,,,1.19659302,,3.55495714,3.63144266,52.3929524,0.172788571
616,azint_UC1_Al2O3_2_0009_scan0033_pilatus_rm_NiO,0.30958261,0.52452311,3.50649935,1.14944444,1.79309174,5.65290375,7.84762754,2.69615022,61.8881768,0.321649461,,,,,,,1.19872241,,3.55475334,3.51082927,51.9537296,0.175474382
617,azint_UC1_Al2O3_2_0009_scan0034_pilatus_rm_NiO,0.31005599,0.580990039,3.86787319,1.24115139,1.75688594,5.65259245,7.85015356,2.68359096,61.2717152,0.32792024,,,,,,,1.20006417,,3.55491538,3.63206039,52.266706,0.174705331
618,azint_UC1_Al2O3_2_0009_scan0035_pilatus_rm_NiO,0.3077748,0.539651681,3.40530072,1.2897312,1.78775121,5.65197613,7.85139585,2.66848256,61.09122,0.326600323,,,,,,,1.19718649,,3.55513062,3.55623101,52.1367349,0.174746639
619,azint_UC1_Al2O3_2_0009_scan0036_pilatus_rm_NiO,0.30955322,0.569649098,3.80945061,1.27749252,1.74692781,5.65233624,7.85042042,2.67233561,61.4861702,0.327384915,,,,,,,1.20236053,,3.55486884,3.57968064,52.2308236,0.175342327
620,azint_UC1_Al2O3_2_0009_scan0037_pilatus_rm_NiO,0.30836872,0.551073512,3.5133617,1.28421685,1.74452529,5.6522309,7.85165628,2.66768906,61.2226611,0.32474061,,,,,,,1.2069474,,3.55492941,3.59589166,52.1678328,0.175357434
621,azint_UC1_Al2O3_2_0009_scan0038_pilatus_rm_NiO,0.30563989,0.558275352,3.43178962,1.28792992,1.7621091,5.65208131,7.8509285,2.63952891,61.2171819,0.326573231,,,,,,,1.19030073,,3.5547439,3.6205842,52.4749865,0.173826321
622,azint_UC1_Al2O3_2_0009_scan0039_pilatus_rm_NiO,0.30595439,0.530201777,3.4914984,1.33950526,1.75693131,5.6519668,7.85145702,2.57885782,60.6599122,0.32866288,,,,,,,1.18726982,,3.55489643,3.62216716,52.4965872,0.173209513
623,azint_UC1_Al2O3_2_0009_scan0040_pilatus_rm_NiO,0.30816006,0.532811452,3.56507235,1.32766311,1.71365587,5.65232744,7.85058429,2.65218778,61.3478036,0.3245286,,,,,,,1.20573223,,3.55473892,3.6393754,52.1858568,0.175510779
624,azint_UC1_Al2O3_2_0009_scan0041_pilatus_rm_NiO,0.30904574,0.552397257,3.50220351,1.28276684,1.76285382,5.65281982,7.85010812,2.66630948,61.8448207,0.32462387,,,,,,,1.200503,,3.55502935,3.53479655,52.2848217,0.174969691
625,azint_UC1_Al2O3_2_0009_scan0042_pilatus_rm_NiO,0.30841979,0.553710814,3.7844651,1.31686772,1.72699362,5.65220535,7.85059713,2.68642258,61.2974306,0.32750298,,,,,,,1.18677149,,3.55485258,3.62088574,52.1326841,0.174548029
626,azint_UC1_Al2O3_2_0009_scan0043_pilatus_rm_NiO,0.3059762,0.536788845,3.44606851,1.32232626,1.76438102,5.65239422,7.85005958,2.59447242,60.6615339,0.329492175,,,,,,,1.1915966,,3.5549103,3.60910969,52.429939,0.173394141
627,azint_UC1_Al2O3_2_0009_scan0044_pilatus_rm_NiO,0.31102457,0.575771588,3.55240306,1.2472672,1.76117749,5.65238443,7.85009771,2.71343189,61.6684757,0.323676087,,,,,,,1.19290745,,3.55501098,3.55968971,52.1092503,0.17532076
628,azint_UC1_Al2O3_2_0009_scan0045_pilatus_rm_NiO,0.30841029,0.510649898,3.1555165,1.32324936,1.75924308,5.65226053,7.85044068,2.67998307,61.7383017,0.321044388,,,,,,,1.19870003,,3.55484423,3.60813383,52.387272,0.174731893
629,azint_UC1_Al2O3_2_0009_scan0046_pilatus_rm_NiO,0.30774885,0.570788229,3.76155775,1.30112591,1.7376682,5.6521309,7.85134381,2.64679717,61.2157716,0.327954983,,,,,,,1.18990381,,3.55504716,3.57031619,52.1839734,0.174800128
630,azint_UC1_Al2O3_2_0009_scan0047_pilatus_rm_,0.30953896,0.536057936,3.32282149,1.25656725,1.76139026,5.65244276,7.8506192,2.68297373,61.8982049,0.320184724,0.626668721,0.269222599,4.41661958,1.94397355,0.559313735,1.93279569,1.20081124,,3.55496792,3.58475721,52.2998737,0.175292107
631,azint_UC1_Al2O3_2_0009_scan0048_pilatus_rm_NiO,0.30833456,0.554492488,3.70668587,1.28427738,1.73584098,5.6526308,7.84965767,2.64987895,61.4710553,0.326525991,,,,,,,1.19716521,,3.55484637,3.5332475,52.0614207,0.175835419
632,azint_UC1_Al2O3_2_0009_scan0049_pilatus_rm_NiO,0.30816403,0.54680659,3.63826161,1.28634156,1.73488049,5.65269705,7.84989521,2.62194241,61.155044,0.32640785,,,,,,,1.20250198,,3.5549791,3.66430146,52.3924285,0.17475678
633,azint_UC1_Al2O3_2_0009_scan0050_pilatus_rm_NiO,0.305728,0.557455151,3.41635749,1.27784569,1.77726745,5.65223628,7.84927398,2.6050824,61.2777708,0.327021614,,,,,,,1.20536041,,3.55481031,3.60139418,52.6927521,0.174535212
634,azint_UC1_Al2O3_2_0009_scan0051_pilatus_rm_NiO,0.30797095,0.539217449,3.40328284,1.3151025,1.76224637,5.65220713,7.8506752,2.63122099,61.2566783,0.325433421,,,,,,,1.19105587,,3.55485523,3.56543424,52.3702621,0.174711025
635,azint_UC1_Al2O3_2_0009_scan0052_pilatus_rm_NiO,0.3052531,0.544291779,3.70764259,1.26019029,1.74483226,5.65214839,7.85052384,2.61629208,60.6066226,0.328629125,,,,,,,1.19761301,,3.55501806,3.59670589,52.5652704,0.174318083
636,azint_UC1_Al2O3_2_0009_scan0053_pilatus_rm_NiO,0.30767879,0.545248674,3.5599799,1.28285434,1.75636427,5.65207182,7.85101406,2.62462422,61.1176017,0.326410326,,,,,,,1.19465017,,3.55491163,3.63915753,52.4369851,0.17432729
637,azint_UC1_Al2O3_2_0009_scan0054_pilatus_rm_NiO,0.30473576,0.53573012,3.66009109,1.30994015,1.73017133,5.65276859,7.84928327,2.61893787,60.8803149,0.329024699,,,,,,,1.18689947,,3.55490862,3.60959756,52.7031947,0.173341514
638,azint_UC1_Al2O3_2_0010_scan0001_pilatus_rm_NiO,0.30569387,0.54937644,3.53795458,1.2871314,1.75085253,5.65211679,7.8499276,2.64518564,61.2583834,0.326062156,,,,,,,1.19411535,,3.55425543,3.60033886,52.3877613,0.173930554
639,azint_UC1_Al2O3_2_0010_scan0002_pilatus_rm_NiO,0.30663176,0.531984501,3.47399296,1.33529524,1.73562836,5.65163431,7.85104927,2.62021975,60.7471723,0.327514583,,,,,,,1.18086663,,3.55426804,3.55724881,52.5535053,0.172669916
640,azint_UC1_Al2O3_2_0010_scan0003_pilatus_rm_NiO,0.30980418,0.575159788,3.90066847,1.2745626,1.73271399,5.65275024,7.84948599,2.67139396,61.6200019,0.328058568,,,,,,,1.19809382,,3.55444335,3.56726673,52.103492,0.174228714
641,azint_UC1_Al2O3_2_0010_scan0004_pilatus_rm_NiO,0.30892963,0.553950853,3.71488522,1.34279129,1.69092204,5.65191708,7.85061104,2.65736426,61.0473356,0.326477271,,,,,,,1.19430866,,3.55421375,3.60375048,52.2450871,0.17347631
642,azint_UC1_Al2O3_2_0010_scan0005_pilatus_rm_NiO,0.30704514,0.545602794,3.50489331,1.27847951,1.76706143,5.65229804,7.84902507,2.669606,61.545742,0.326629323,,,,,,,1.19086031,,3.55419224,3.6524061,52.543432,0.171788475
643,azint_UC1_Al2O3_2_0010_scan0006_pilatus_rm_NiO,0.30982405,0.546971862,3.36932416,1.28487962,1.76843945,5.65307859,7.84898258,2.67708781,62.2023523,0.322904239,,,,,,,1.20677126,,3.55466362,3.62759945,52.6044576,0.172254843
644,azint_UC1_Al2O3_2_0010_scan0007_pilatus_rm_NiO,0.30874721,0.555157706,3.73323816,1.28951056,1.74378179,5.65251404,7.85017461,2.64433976,61.2656607,0.328121154,,,,,,,1.20089574,,3.55462408,3.57647277,52.4524927,0.172260417
645,azint_UC1_Al2O3_2_0010_scan0008_pilatus_rm_NiO,0.31056523,0.534584727,3.43860701,1.36181503,1.70429408,5.65225827,7.85079615,2.67692575,61.5998858,0.323936651,,,,,,,1.20944461,,3.55423796,3.68409004,52.6167455,0.172356305
646,azint_UC1_Al2O3_2_0010_scan0009_pilatus_rm_NiO,0.30698003,0.542741266,3.72317413,1.3522962,1.68145332,5.65204814,7.85096772,2.63152992,60.7533299,0.328855512,,,,,,,1.18475191,,3.55460349,3.66826343,52.741499,0.169967476
647,azint_UC1_Al2O3_2_0010_scan0010_pilatus_rm_NiO,0.30974091,0.525363832,3.40939816,1.34065129,1.7264824,5.65245341,7.85024347,2.6999722,61.8858837,0.323463551,,,,,,,1.20299589,,3.55449059,3.56034553,52.5163357,0.172039301
648,azint_UC1_Al2O3_2_0010_scan0011_pilatus_rm_NiO,0.3088502,0.557431418,3.76526538,1.33666825,1.71152428,5.65217339,7.85112086,2.64135263,61.0870609,0.328825401,,,,,,,1.18956966,,3.5547548,3.58020657,52.4759499,0.17064723
649,azint_UC1_Al2O3_2_0010_scan0012_pilatus_rm_NiO,0.30796679,0.55157932,3.52718069,1.30057001,1.76901604,5.65212831,7.85030792,2.63909816,60.7451228,0.329849753,,,,,,,1.19047849,,3.55441987,3.66178683,52.9042367,0.168947315
650,azint_UC1_Al2O3_2_0010_scan0013_pilatus_rm_NiO,0.30815478,0.570214917,3.88558949,1.25928592,1.76367045,5.65247156,7.84967403,2.63209531,60.7098077,0.33255431,,,,,,,1.19183127,,3.55455922,3.56980758,52.5626861,0.170029577
651,azint_UC1_Al2O3_2_0010_scan0014_pilatus_rm_NiO,0.31054226,0.546016472,3.36594575,1.28120467,1.79112885,5.65217901,7.85034821,2.69934969,61.8701831,0.324505507,,,,,,,1.19962316,,3.55448596,3.63676824,52.490616,0.170370434
652,azint_UC1_Al2O3_2_0010_scan0015_pilatus_rm_NiO,0.3090209,0.551071217,3.54382692,1.26006579,1.76721714,5.65184242,7.85142824,2.65203955,60.9586065,0.327724574,,,,,,,1.20343823,,3.55452863,3.62737204,52.9205514,0.169819386
653,azint_UC1_Al2O3_2_0010_scan0016_pilatus_rm_NiO,0.30808311,0.556589758,3.75580672,1.29903802,1.74010268,5.65223743,7.85052266,2.63022426,61.0506264,0.329620259,,,,,,,1.18894992,,3.55450566,3.60729296,52.8095422,0.169097357
654,azint_UC1_Al2O3_2_0010_scan0017_pilatus_rm_NiO,0.30928956,0.555474558,3.50161399,1.28265516,1.79773192,5.65249419,7.85057025,2.68217826,61.9824869,0.326367982,,,,,,,1.19322179,,3.55454442,3.62987812,52.5029703,0.1701723
655,azint_UC1_Al2O3_2_0010_scan0018_pilatus_rm_NiO,0.30939608,0.541122901,3.40625463,1.28913664,1.76490127,5.65239987,7.85071261,2.59869923,61.2482983,0.326426141,,,,,,,1.19677207,,3.55473459,3.59016982,52.883822,0.169369995
656,azint_UC1_Al2O3_2_0010_scan0019_pilatus_rm_NiO,0.30829407,0.563860729,3.95007725,1.27612542,1.7403179,5.65217264,7.84998265,2.55732206,60.4772378,0.333232353,,,,,,,1.18079477,,3.55465236,3.52378301,52.3965195,0.169673982
657,azint_UC1_Al2O3_2_0010_scan0020_pilatus_rm_NiO,0.31158953,0.57171493,3.74979365,1.28203797,1.74196741,5.65192224,7.85214285,2.64347841,60.9131154,0.329447558,,,,,,,1.19001142,,3.55495652,3.6363727,52.447604,0.16971852
658,azint_UC1_Al2O3_2_0010_scan0021_pilatus_rm_NiO,0.30920161,0.547721831,3.50583625,1.30840309,1.76618775,5.65212947,7.85100602,2.63036401,60.5604588,0.330042659,,,,,,,1.18969326,,3.55467679,3.5822074,52.3986278,0.169158925
659,azint_UC1_Al2O3_2_0010_scan0022_pilatus_rm_NiO,0.30834275,0.545829755,3.68152855,1.26358917,1.7548724,5.65257734,7.85023128,2.65010289,61.0088228,0.32897713,,,,,,,1.19299742,,3.55491448,3.60048628,52.6283207,0.168567547
660,azint_UC1_Al2O3_2_0010_scan0023_pilatus_rm_NiO,0.30775879,0.549565179,3.61578784,1.27395372,1.79453395,5.65243345,7.85011619,2.61727978,60.8746701,0.331739063,,,,,,,1.19463107,,3.55479559,3.60256286,52.8794136,0.168549794
661,azint_UC1_Al2O3_2_0010_scan0024_pilatus_rm_NiO,0.30958876,0.562948308,3.75940314,1.29360352,1.73892269,5.65197884,7.85171407,2.63442484,60.9689042,0.329322244,,,,,,,1.19035902,,3.5547997,3.59971124,52.7274049,0.168802807
662,azint_UC1_Al2O3_2_0010_scan0025_pilatus_rm_NiO,0.31010114,0.59414414,4.11191133,1.2219302,1.73515791,5.65226362,7.85055578,2.63280418,60.703648,0.332331728,,,,,,,1.19687564,,3.55495106,3.64596709,52.8611142,0.168335098
663,azint_UC1_Al2O3_2_0010_scan0026_pilatus_rm_NiO,0.31184569,0.562057306,3.65109828,1.26191136,1.74880767,5.65274353,7.85019993,2.65393757,61.2719215,0.327976411,,,,,,,1.20009324,,3.55495158,3.58858309,52.584007,0.168854508
664,azint_UC1_Al2O3_2_0010_scan0027_pilatus_rm_NiO,0.30948058,0.575269888,3.93245416,1.30520879,1.71026407,5.65225965,7.85083989,2.60218853,60.4231282,0.332888517,,,,,,,1.18685561,,3.55494784,3.61683032,52.9048201,0.167314249
665,azint_UC1_Al2O3_2_0010_scan0028_pilatus_rm_NiO,0.30953015,0.5667378,3.87079817,1.27282159,1.75223103,5.65223701,7.8519664,2.6349322,60.7393343,0.331120605,,,,,,,1.18783698,,3.55493011,3.59706603,52.5461617,0.167160378
666,azint_UC1_Al2O3_2_0010_scan0029_pilatus_rm_NiO,0.31264685,0.587356885,3.74490962,1.22723806,1.74189982,5.65212886,7.85109906,2.70799368,61.689157,0.326763883,,,,,,,1.19913034,,3.55493336,3.6162544,52.6656207,0.16931151
667,azint_UC1_Al2O3_2_0010_scan0030_pilatus_rm_NiO,0.30929495,0.553954931,3.78163923,1.29613008,1.75478542,5.65269012,7.8503243,2.64565977,61.237149,0.331479665,,,,,,,1.18985513,,3.55502918,3.5447519,52.6169424,0.168436603
668,azint_UC1_Al2O3_2_0010_scan0031_pilatus_rm_NiO,0.30890576,0.566668419,3.75431615,1.32587417,1.71477945,5.65213109,7.85313812,2.64750651,60.7094701,0.330000181,,,,,,,1.19094029,,3.55499823,3.62302656,52.7225913,0.167049682
669,azint_UC1_Al2O3_2_0010_scan0032_pilatus_rm_NiO,0.30855718,0.561530419,3.78831492,1.26258388,1.74697863,5.65278227,7.84993206,2.60078081,60.7920265,0.332019648,,,,,,,1.192666,,3.55492409,3.61845139,53.0291248,0.166334252
670,azint_UC1_Al2O3_2_0010_scan0033_pilatus_rm_NiO,0.31216398,0.546332073,3.61665277,1.28863435,1.74361857,5.65276503,7.85141931,2.68978569,61.6876708,0.326032114,,,,,,,1.19581646,,3.55495188,3.56409804,52.5789944,0.168204729
671,azint_UC1_Al2O3_2_0010_scan0034_pilatus_rm_NiO,0.30978332,0.55604347,3.74750059,1.2496941,1.75818562,5.65249482,7.8506712,2.65938194,61.3963729,0.328370296,,,,,,,1.19336509,,3.55494006,3.54916929,52.7992781,0.167360594
672,azint_UC1_Al2O3_2_0010_scan0035_pilatus_rm_NiO,0.30905293,0.572823086,3.79257827,1.26897953,1.75278563,5.65211891,7.85157992,2.62491093,60.8299866,0.331458327,,,,,,,1.18373562,,3.55493057,3.60676406,53.019869,0.165560949
